Ensembl_gene	Cancer_type	Gene_name	Driver in the same cancer	Driver in other cancer	Prognostic in the same cancer	Prognostic in other cancer	count
ENSG00000214517	TCGA-BRCA	CTNNA1	0	0	0	0	4
ENSG00000141959	TCGA-BRCA	TNNT2	0	0	0	0	4
ENSG00000159110	TCGA-BRCA	PSME1	0	0	0	0	4
ENSG00000152463	TCGA-BRCA	FBXO24	0	0	0	0	4
ENSG00000104738	TCGA-BRCA	NOL10	0	0	0	0	4
ENSG00000183615	TCGA-BRCA	SNRNP70	0	0	0	0	4
ENSG00000188566	TCGA-BRCA	ENAM	0	0	0	0	4
ENSG00000161542	TCGA-BRCA	TMEM88	0	0	0	0	4
ENSG00000168118	TCGA-BRCA	SHMT2	0	0	0	0	4
ENSG00000090554	TCGA-BRCA	LAX1	0	0	0	0	4
ENSG00000099331	TCGA-BRCA	SPP1	0	0	0	0	4
ENSG00000197953	TCGA-BRCA	HDAC1	0	0	0	0	4
ENSG00000146376	TCGA-BRCA	UCHL1	0	0	0	0	4
ENSG00000169896	TCGA-BRCA	TTYH3	0	0	0	0	4
ENSG00000183570	TCGA-BRCA	EXOSC7	0	0	0	0	4
ENSG00000182255	TCGA-BRCA	AFP	0	0	0	1	4
ENSG00000100142	TCGA-BRCA	C7orf49	0	0	0	0	4
ENSG00000185414	TCGA-BRCA	ALDH9A1	0	0	0	0	4
ENSG00000133105	TCGA-BRCA	MZF1	0	0	0	0	4
ENSG00000180658	TCGA-BRCA	CNTN1	0	0	0	0	4
ENSG00000087087	TCGA-BRCA	TRIM41	0	0	0	0	4
ENSG00000100461	TCGA-BRCA	SOX15	0	0	0	0	4
ENSG00000145681	TCGA-BRCA	C15orf48	0	0	0	0	4
ENSG00000182400	TCGA-BRCA	TPTE2	0	0	0	0	4
ENSG00000176749	TCGA-BRCA	ADTRP	0	0	0	0	4
ENSG00000131042	TCGA-BRCA	THY1	0	0	0	0	4
ENSG00000130826	TCGA-BRCA	EGLN2	0	0	0	0	4
ENSG00000228856	TCGA-BRCA	FBRS	0	0	0	0	4
ENSG00000104371	TCGA-BRCA	RIPK4	0	0	0	0	4
ENSG00000196419	TCGA-BRCA	KLF12	0	0	0	0	4
ENSG00000176102	TCGA-BRCA	PTPN1	0	0	0	0	4
ENSG00000143107	TCGA-BRCA	VPS37C	0	0	0	0	4
ENSG00000168209	TCGA-BRCA	WDR48	0	0	0	0	4
ENSG00000253309	TCGA-BRCA	CD97	0	0	0	0	4
ENSG00000173917	TCGA-BRCA	DNAJA4	0	0	0	0	4
ENSG00000177791	TCGA-BRCA	CPLX1	0	0	0	0	4
ENSG00000154096	TCGA-BRCA	KIAA1462	0	0	0	0	4
ENSG00000011260	TCGA-HNSC	RIMS4	0	0	0	0	4
ENSG00000138685	TCGA-HNSC	CEP76	0	0	0	0	4
ENSG00000175691	TCGA-BRCA	TAS2R1	0	0	0	0	4
ENSG00000168158	TCGA-LAML	GRK1	0	0	0	0	4
ENSG00000033867	TCGA-HNSC	SIPA1L2	0	0	0	0	4
ENSG00000148702	TCGA-HNSC	ITFG2	0	0	0	0	4
ENSG00000108984	TCGA-HNSC	ACSL5	0	0	0	0	4
ENSG00000081059	TCGA-HNSC	KRT24	0	0	0	0	4
ENSG00000173991	TCGA-HNSC	SUMO2	0	0	0	0	4
ENSG00000198570	TCGA-MESO	PIGQ	0	0	0	0	4
ENSG00000104142	TCGA-LAML	CTD-2545M3.6	0	0	0	0	4
ENSG00000069966	TCGA-HNSC	MGRN1	0	0	0	0	4
ENSG00000070614	TCGA-LAML	EEA1	0	0	0	0	4
ENSG00000170485	TCGA-LAML	GMCL1	0	0	0	0	4
ENSG00000119535	TCGA-LAML	CSF3R	1	0	0	0	4
ENSG00000152382	TCGA-LAML	MED23	0	0	0	0	4
ENSG00000102309	TCGA-LAML	EPB41L3	0	0	0	0	4
ENSG00000138379	TCGA-LAML	SETD5	0	0	0	0	4
ENSG00000114331	TCGA-HNSC	LILRB2	0	0	0	0	4
ENSG00000179930	TCGA-HNSC	RAP2C	0	0	0	0	4
ENSG00000049245	TCGA-HNSC	CNR2	0	0	0	0	4
ENSG00000109919	TCGA-HNSC	PIR	0	0	0	0	4
ENSG00000111886	TCGA-HNSC	HNRNPUL2	0	0	0	0	4
ENSG00000197125	TCGA-HNSC	RP11-571M6.15	0	0	0	0	4
ENSG00000169777	TCGA-HNSC	CCIN	0	0	0	0	4
ENSG00000100078	TCGA-HNSC	USP20	0	0	0	0	4
ENSG00000119541	TCGA-HNSC	C21orf33	0	0	0	0	4
ENSG00000169903	TCGA-HNSC	SLC2A8	0	0	0	0	4
ENSG00000078808	TCGA-HNSC	ELP6	0	0	0	0	4
ENSG00000146469	TCGA-HNSC	ADAM8	0	0	0	0	4
ENSG00000080603	TCGA-HNSC	PICK1	0	0	0	0	4
ENSG00000249751	TCGA-HNSC	COPS3	0	0	0	0	4
ENSG00000165140	TCGA-HNSC	YPEL5	0	0	0	0	4
ENSG00000224982	TCGA-HNSC	LYVE1	0	0	0	0	4
ENSG00000004468	TCGA-HNSC	CNNM1	0	0	0	0	4
ENSG00000177971	TCGA-HNSC	NPHP3	0	0	0	0	4
ENSG00000123739	TCGA-LAML	COL6A3	0	0	0	0	4
ENSG00000170162	TCGA-LAML	KIF13A	0	0	0	0	4
ENSG00000173258	TCGA-LAML	CAPZA3	0	0	0	0	4
ENSG00000179709	TCGA-LAML	PTPRE	0	0	0	0	4
ENSG00000186625	TCGA-LAML	RPS6KA1	0	0	0	0	4
ENSG00000196263	TCGA-LAML	ZNF225	0	0	0	0	4
ENSG00000196184	TCGA-LAML	PLXNA3	0	0	0	0	4
ENSG00000280433	TCGA-LAML	TTC3	0	0	0	0	4
ENSG00000169499	TCGA-LAML	PI4K2B	0	0	0	0	4
ENSG00000183337	TCGA-LAML	BCOR	1	1	0	0	4
ENSG00000116954	TCGA-LAML	CYP3A5	0	0	0	0	4
ENSG00000205808	TCGA-LAML	DAPP1	0	0	0	0	4
ENSG00000139168	TCGA-LAML	ZCRB1	1	0	0	0	4
ENSG00000136444	TCGA-LAML	EXD3	0	0	0	0	4
ENSG00000213401	TCGA-LAML	PRRC2B	0	0	0	0	4
ENSG00000119938	TCGA-LAML	SH3RF2	0	0	0	0	4
ENSG00000278139	TCGA-LAML	ATAD1	0	0	0	0	4
ENSG00000120262	TCGA-LAML	DIXDC1	0	0	0	0	4
ENSG00000182054	TCGA-LAML	IDH2	1	1	0	1	4
ENSG00000198930	TCGA-LAML	CELF6	0	0	0	0	4
ENSG00000118971	TCGA-LAML	CCND2	1	1	0	0	4
ENSG00000105696	TCGA-LAML	CYP2C18	0	0	0	0	4
ENSG00000105290	TCGA-LAML	KIAA1462	0	0	0	0	4
ENSG00000138413	TCGA-LAML	IDH1	1	1	0	1	4
ENSG00000232810	TCGA-LAML	FURIN	0	0	0	0	4
ENSG00000183549	TCGA-LAML	SCYL2	0	0	0	0	4
ENSG00000123983	TCGA-LAML	ACSL3	1	0	0	0	4
ENSG00000221859	TCGA-LAML	DHRS1	0	0	0	0	4
ENSG00000168404	TCGA-LAML	CCDC78	0	0	0	0	4
ENSG00000214736	TCGA-LAML	RALGAPA2	0	0	0	0	4
ENSG00000069943	TCGA-LAML	OSBPL6	0	0	0	0	4
ENSG00000204592	TCGA-LAML	NES	0	0	0	0	4
ENSG00000133703	TCGA-LAML	KRAS	1	1	1	1	4
ENSG00000243135	TCGA-LAML	ABCG8	0	0	0	0	4
ENSG00000163817	TCGA-LAML	OXT	0	0	0	0	4
ENSG00000181610	TCGA-HNSC	FAM63B	0	0	0	0	4
ENSG00000085998	TCGA-HNSC	ATG16L1	0	0	0	0	4
ENSG00000196242	TCGA-HNSC	AQP6	0	0	0	0	4
ENSG00000180900	TCGA-HNSC	TNFRSF13B	0	0	0	0	4
ENSG00000090686	TCGA-HNSC	GPR87	0	0	0	0	4
ENSG00000183098	TCGA-HNSC	IL37	0	0	0	0	4
ENSG00000185482	TCGA-HNSC	RASSF3	0	0	0	0	4
ENSG00000183520	TCGA-HNSC	NUPR1	0	0	0	0	4
ENSG00000213145	TCGA-HNSC	ANKRD1	0	0	0	0	4
ENSG00000006194	TCGA-HNSC	DSC2	0	0	0	0	4
ENSG00000113141	TCGA-HNSC	RPS25	0	0	0	0	4
ENSG00000092094	TCGA-HNSC	ALG8	0	0	0	0	4
ENSG00000204316	TCGA-HNSC	FAM167A	0	0	0	0	4
ENSG00000101040	TCGA-HNSC	CHM	0	0	0	0	4
ENSG00000219435	TCGA-HNSC	MRPS23	0	0	0	0	4
ENSG00000137871	TCGA-HNSC	HIST1H1D	0	0	0	0	4
ENSG00000159189	TCGA-HNSC	CHD7	0	0	0	0	4
ENSG00000122257	TCGA-HNSC	GPT	0	0	0	0	4
ENSG00000160208	TCGA-HNSC	CNTN4	0	0	0	0	4
ENSG00000137073	TCGA-HNSC	TEF	0	0	0	0	4
ENSG00000222046	TCGA-HNSC	ZSCAN1	0	0	0	0	4
ENSG00000183049	TCGA-HNSC	UGT8	0	0	0	0	4
ENSG00000171150	TCGA-HNSC	TMEM167A	0	0	0	0	4
ENSG00000183463	TCGA-HNSC	FAM110B	0	0	0	0	4
ENSG00000169683	TCGA-HNSC	CXCL17	0	0	0	0	4
ENSG00000082153	TCGA-HNSC	SMCO2	0	0	0	0	4
ENSG00000167468	TCGA-HNSC	ISOC1	0	0	0	0	4
ENSG00000178172	TCGA-HNSC	OCRL	0	0	0	0	4
ENSG00000119977	TCGA-HNSC	HNRNPU	0	0	0	0	4
ENSG00000111358	TCGA-HNSC	TUBB8	0	0	0	0	4
ENSG00000134222	TCGA-HNSC	PHRF1	0	0	0	0	4
ENSG00000183747	TCGA-HNSC	OR4D5	0	0	0	0	4
ENSG00000137675	TCGA-HNSC	TRIM35	0	0	0	0	4
ENSG00000102189	TCGA-HNSC	ENAM	0	0	0	0	4
ENSG00000164951	TCGA-HNSC	KRTAP13-3	0	0	0	0	4
ENSG00000175198	TCGA-HNSC	MAGEA4	0	0	0	0	4
ENSG00000114933	TCGA-HNSC	CRIP1	0	0	0	0	4
ENSG00000198954	TCGA-HNSC	TMEM245	0	0	0	0	4
ENSG00000132793	TCGA-HNSC	INSIG2	0	0	0	0	4
ENSG00000139567	TCGA-HNSC	DZANK1	0	0	0	0	4
ENSG00000068024	TCGA-HNSC	MT-CYB	0	0	0	0	4
ENSG00000049656	TCGA-HNSC	FYN	0	0	0	0	4
ENSG00000149021	TCGA-HNSC	CCNF	0	0	0	0	4
ENSG00000154217	TCGA-HNSC	EPYC	0	0	0	0	4
ENSG00000114251	TCGA-HNSC	CCDC61	0	0	0	0	4
ENSG00000093167	TCGA-HNSC	POLM	0	0	0	0	4
ENSG00000153233	TCGA-HNSC	MFRP	0	0	0	0	4
ENSG00000148362	TCGA-HNSC	ICAM1	0	0	0	0	4
ENSG00000124257	TCGA-HNSC	HTR3A	0	0	0	0	4
ENSG00000168397	TCGA-HNSC	DENND6A	0	0	0	0	4
ENSG00000100612	TCGA-HNSC	GPC6	0	0	0	0	4
ENSG00000126067	TCGA-HNSC	ZNF624	0	0	0	0	4
ENSG00000155087	TCGA-HNSC	NEURL1B	0	0	0	0	4
ENSG00000128159	TCGA-HNSC	ABHD13	0	0	0	0	4
ENSG00000130764	TCGA-HNSC	TCEAL5	0	0	0	0	4
ENSG00000173947	TCGA-HNSC	KLHL15	0	0	0	0	4
ENSG00000141391	TCGA-HNSC	AP000295.9	0	0	0	0	4
ENSG00000137824	TCGA-HNSC	MRPL39	0	0	0	0	4
ENSG00000108960	TCGA-HNSC	LUM	0	0	0	0	4
ENSG00000109680	TCGA-HNSC	TMC3	0	0	0	0	4
ENSG00000142731	TCGA-HNSC	PPP1R14A	0	0	0	0	4
ENSG00000060749	TCGA-HNSC	SAMD11	0	0	0	0	4
ENSG00000005059	TCGA-HNSC	SMCHD1	0	0	0	0	4
ENSG00000137449	TCGA-HNSC	SNCG	0	0	0	0	4
ENSG00000038274	TCGA-HNSC	AS3MT	0	0	0	0	4
ENSG00000174871	TCGA-HNSC	OR2A14	0	0	0	0	4
ENSG00000140265	TCGA-HNSC	QTRT1	0	0	0	0	4
ENSG00000080298	TCGA-HNSC	PMF1-BGLAP	0	0	0	0	4
ENSG00000197993	TCGA-HNSC	CRTAP	0	0	0	0	4
ENSG00000168517	TCGA-HNSC	TNNI1	0	0	0	0	4
ENSG00000089159	TCGA-BRCA	MAB21L3	0	0	0	0	4
ENSG00000066027	TCGA-BRCA	NEFL	0	0	0	0	4
ENSG00000055609	TCGA-LAML	KMT2C	1	1	0	0	4
ENSG00000118200	TCGA-KIRC	MT-ND4L	0	0	0	0	4
ENSG00000091164	TCGA-LUAD	BOP1	0	0	0	0	4
ENSG00000117010	TCGA-LUAD	PIGS	0	0	0	0	4
ENSG00000258102	TCGA-LUAD	CCAR2	0	0	0	0	4
ENSG00000078902	TCGA-LUAD	OR52A1	0	0	0	0	4
ENSG00000172809	TCGA-KIRC	CHMP4A	0	0	0	0	4
ENSG00000109790	TCGA-KIRC	C22orf15	0	0	0	0	4
ENSG00000075336	TCGA-KIRC	GCHFR	0	0	0	0	4
ENSG00000221818	TCGA-ACC	PYROXD1	0	0	0	0	4
ENSG00000171847	TCGA-KIRC	ADCY1	0	0	0	0	4
ENSG00000157131	TCGA-KIRC	TTPA	0	0	0	0	4
ENSG00000198858	TCGA-KIRC	USP5	0	0	0	0	4
ENSG00000164603	TCGA-KIRC	IFT20	0	0	0	0	4
ENSG00000101473	TCGA-KIRC	DET1	0	0	0	0	4
ENSG00000160999	TCGA-KIRC	SLC25A18	0	0	0	0	4
ENSG00000185479	TCGA-LUAD	CYP4F22	0	0	0	0	4
ENSG00000196776	TCGA-ACC	ANKRD16	0	0	0	0	4
ENSG00000163171	TCGA-TGCT	IFNK	0	0	0	0	4
ENSG00000070915	TCGA-ACC	PKD2L1	0	0	0	0	4
ENSG00000112851	TCGA-SKCM	SLC12A6	0	0	0	0	4
ENSG00000204614	TCGA-SKCM	AL021546.6	0	0	0	0	4
ENSG00000130309	TCGA-SKCM	CLTA	0	0	0	0	4
ENSG00000170442	TCGA-SKCM	C7orf26	0	0	0	0	4
ENSG00000167658	TCGA-ACC	HDAC4	0	0	0	0	4
ENSG00000101230	TCGA-ACC	XPO7	0	0	0	0	4
ENSG00000123360	TCGA-ACC	ARMC1	0	0	0	0	4
ENSG00000151948	TCGA-ACC	ASRGL1	0	0	0	0	4
ENSG00000164111	TCGA-ACC	SERPINB6	0	0	0	0	4
ENSG00000111640	TCGA-ACC	CHRM4	0	0	0	0	4
ENSG00000169427	TCGA-ACC	CRYAB	0	0	0	0	4
ENSG00000198554	TCGA-ACC	LGI1	0	0	0	0	4
ENSG00000187266	TCGA-ACC	SLC6A5	0	0	0	0	4
ENSG00000099785	TCGA-ACC	SLC35F2	0	0	0	0	4
ENSG00000121152	TCGA-KIRC	GLTP	0	0	0	0	4
ENSG00000134588	TCGA-KIRC	SYNE3	0	0	0	0	4
ENSG00000105146	TCGA-KIRC	ZNF583	0	0	0	0	4
ENSG00000154451	TCGA-KIRC	PTPMT1	0	0	0	0	4
ENSG00000176046	TCGA-KIRC	C6orf211	0	0	0	0	4
ENSG00000181963	TCGA-KIRC	CLDN7	0	0	0	0	4
ENSG00000081842	TCGA-KIRC	MRGPRF	0	0	0	0	4
ENSG00000141933	TCGA-KIRC	GPX1	0	0	0	0	4
ENSG00000146243	TCGA-KIRC	DEFB108B	0	0	0	0	4
ENSG00000254087	TCGA-KIRC	PMF1-BGLAP	0	0	0	0	4
ENSG00000241839	TCGA-KIRC	LACTB2	0	0	0	0	4
ENSG00000113580	TCGA-KIRC	AHSP	0	0	0	0	4
ENSG00000204657	TCGA-KIRC	RP11-20I23.1	0	0	0	0	4
ENSG00000198498	TCGA-KIRC	PELI2	0	0	0	0	4
ENSG00000108242	TCGA-TGCT	CARKD	0	0	0	0	4
ENSG00000117758	TCGA-TGCT	ARPC1A	0	0	0	0	4
ENSG00000135069	TCGA-TGCT	C1orf116	0	0	0	0	4
ENSG00000155254	TCGA-TGCT	TTC9	0	0	0	0	4
ENSG00000167566	TCGA-KIRC	NOVA1	0	0	0	0	4
ENSG00000287363	TCGA-KIRC	ATG3	0	0	0	0	4
ENSG00000105617	TCGA-KIRC	LMCD1	0	0	0	0	4
ENSG00000099999	TCGA-KIRC	MCEE	0	0	0	0	4
ENSG00000184305	TCGA-KIRC	NPDC1	0	0	0	0	4
ENSG00000124201	TCGA-KIRC	FBXW9	0	0	0	0	4
ENSG00000114541	TCGA-KIRC	SLC35C2	0	0	0	0	4
ENSG00000156802	TCGA-KIRC	LEMD3	0	0	0	0	4
ENSG00000174885	TCGA-KIRC	PPM1K	0	0	0	0	4
ENSG00000176269	TCGA-KIRC	FAM196A	0	0	0	0	4
ENSG00000083097	TCGA-KIRC	MMD	0	0	0	0	4
ENSG00000165643	TCGA-KIRC	SLC4A10	0	0	0	0	4
ENSG00000230347	TCGA-KIRC	AQP7	0	0	0	0	4
ENSG00000175463	TCGA-KIRC	FGL1	0	0	0	0	4
ENSG00000244355	TCGA-KIRC	ABHD17A	0	0	0	0	4
ENSG00000181541	TCGA-KIRC	SCNN1A	0	0	0	0	4
ENSG00000128564	TCGA-KIRC	GRIK4	0	0	0	0	4
ENSG00000128923	TCGA-SKCM	TMC4	0	0	0	0	4
ENSG00000025293	TCGA-SKCM	VTI1B	0	0	0	0	4
ENSG00000147164	TCGA-SKCM	RAP1A	0	0	0	0	4
ENSG00000085662	TCGA-SKCM	GGTLC3	0	0	0	0	4
ENSG00000101493	TCGA-SKCM	PARP11	0	0	0	0	4
ENSG00000213782	TCGA-SKCM	CTSA	0	0	0	0	4
ENSG00000274252	TCGA-SKCM	F12	0	0	0	0	4
ENSG00000153187	TCGA-SKCM	PPIL4	0	0	0	0	4
ENSG00000184350	TCGA-SKCM	DOCK10	0	0	0	0	4
ENSG00000166902	TCGA-SKCM	IGSF8	0	0	0	0	4
ENSG00000205856	TCGA-SKCM	TRAPPC13	0	0	0	0	4
ENSG00000081237	TCGA-SKCM	PTPRC	1	1	0	0	4
ENSG00000137440	TCGA-LIHC	SMN2	0	0	0	0	4
ENSG00000167207	TCGA-SKCM	MYL6B	0	0	0	0	4
ENSG00000181609	TCGA-SKCM	FTSJ2	0	0	0	0	4
ENSG00000268447	TCGA-SKCM	IL36G	0	0	0	0	4
ENSG00000197165	TCGA-SKCM	OR10G8	0	0	0	0	4
ENSG00000036549	TCGA-SKCM	SWT1	0	0	0	0	4
ENSG00000103024	TCGA-SKCM	CASS4	0	0	0	0	4
ENSG00000198283	TCGA-SKCM	CHCHD6	0	0	0	0	4
ENSG00000168824	TCGA-SKCM	LGR5	0	0	0	0	4
ENSG00000086712	TCGA-SKCM	GALNT9	0	0	0	0	4
ENSG00000157764	TCGA-SKCM	BRAF	1	1	1	1	4
ENSG00000196712	TCGA-SKCM	NF1	1	1	1	1	4
ENSG00000175130	TCGA-SKCM	OR8H2	0	0	0	0	4
ENSG00000198258	TCGA-SKCM	CERS2	0	0	0	0	4
ENSG00000168772	TCGA-SKCM	RAB37	0	0	0	0	4
ENSG00000009790	TCGA-SKCM	MFN1	0	0	0	0	4
ENSG00000124203	TCGA-SKCM	OR2H2	0	0	0	0	4
ENSG00000242485	TCGA-SKCM	MEX3A	0	0	0	0	4
ENSG00000118508	TCGA-SKCM	USP14	0	0	0	0	4
ENSG00000183463	TCGA-SKCM	KRT85	0	0	0	0	4
ENSG00000166105	TCGA-SKCM	SNRNP35	0	0	0	0	4
ENSG00000031081	TCGA-SKCM	ZNF697	0	0	0	0	4
ENSG00000168002	TCGA-SKCM	ZNF677	0	0	0	0	4
ENSG00000097096	TCGA-SKCM	PRAME	0	0	0	0	4
ENSG00000259431	TCGA-SKCM	STK32B	0	0	0	0	4
ENSG00000104517	TCGA-SKCM	UBR5	1	1	0	0	4
ENSG00000060138	TCGA-SKCM	FGF2	0	0	0	0	4
ENSG00000163516	TCGA-SKCM	ZCCHC14	0	0	0	0	4
ENSG00000055609	TCGA-SKCM	KMT2C	1	1	0	0	4
ENSG00000121858	TCGA-SKCM	PIDD	0	0	0	0	4
ENSG00000182348	TCGA-SKCM	PLA2G6	0	0	0	0	4
ENSG00000169618	TCGA-SKCM	DOK2	0	0	0	0	4
ENSG00000026751	TCGA-SKCM	PKD1L3	0	0	0	0	4
ENSG00000111371	TCGA-SKCM	EXOSC2	0	0	0	0	4
ENSG00000168003	TCGA-SKCM	MIB2	0	0	0	0	4
ENSG00000102996	TCGA-SKCM	MEF2A	0	0	0	0	4
ENSG00000137076	TCGA-SKCM	CUL7	0	0	0	0	4
ENSG00000138271	TCGA-SKCM	ZNF253	0	0	0	0	4
ENSG00000156709	TCGA-SKCM	SH2B2	0	0	0	0	4
ENSG00000183560	TCGA-SKCM	DNAJC7	0	0	0	0	4
ENSG00000138835	TCGA-SKCM	PRND	0	0	0	0	4
ENSG00000134007	TCGA-SKCM	S100G	0	0	0	0	4
ENSG00000165175	TCGA-SKCM	FGD3	0	0	0	0	4
ENSG00000104059	TCGA-SKCM	ISOC1	0	0	0	0	4
ENSG00000134215	TCGA-SKCM	CLEC6A	0	0	0	0	4
ENSG00000068079	TCGA-SKCM	ZNF791	0	0	0	0	4
ENSG00000153820	TCGA-SKCM	AKR1B1	0	0	0	0	4
ENSG00000167216	TCGA-SKCM	IFT80	0	0	0	0	4
ENSG00000090447	TCGA-SKCM	NTSR2	0	0	0	0	4
ENSG00000125970	TCGA-SKCM	RNASE12	0	0	0	0	4
ENSG00000145494	TCGA-SKCM	SGPP2	0	0	0	0	4
ENSG00000241258	TCGA-SKCM	OR13G1	0	0	0	0	4
ENSG00000160211	TCGA-SKCM	KLRD1	0	0	0	0	4
ENSG00000113555	TCGA-SKCM	MLTK	0	0	0	0	4
ENSG00000100479	TCGA-SKCM	ZBED6	0	0	0	0	4
ENSG00000158402	TCGA-SKCM	OR10H4	0	0	0	0	4
ENSG00000123358	TCGA-SKCM	RRS1	0	0	0	0	4
ENSG00000168397	TCGA-TGCT	CLIP2	0	0	0	0	4
ENSG00000114120	TCGA-TGCT	NPM3	0	0	0	0	4
ENSG00000110079	TCGA-BRCA	PRPF31	0	0	0	0	4
ENSG00000109321	TCGA-BRCA	EIF1AD	0	0	0	0	4
ENSG00000101222	TCGA-BRCA	NR2E3	0	0	0	0	4
ENSG00000117620	TCGA-BRCA	ZNF215	0	0	0	0	4
ENSG00000273217	TCGA-BRCA	OR14C36	0	0	0	0	4
ENSG00000157601	TCGA-BRCA	PGLYRP3	0	0	0	0	4
ENSG00000137460	TCGA-BRCA	IFNA14	0	0	0	0	4
ENSG00000035862	TCGA-BRCA	KLHDC1	0	0	0	0	4
ENSG00000259207	TCGA-BRCA	SULT2A1	0	0	0	0	4
ENSG00000171033	TCGA-BRCA	FASN	0	0	0	0	4
ENSG00000126001	TCGA-BRCA	NOMO1	0	0	0	0	4
ENSG00000157881	TCGA-BRCA	METTL16	0	0	0	0	4
ENSG00000174130	TCGA-BRCA	NALCN	0	0	0	0	4
ENSG00000205403	TCGA-BRCA	TXN	0	0	0	0	4
ENSG00000109193	TCGA-BRCA	GCC2	0	0	0	0	4
ENSG00000184276	TCGA-BRCA	LRP5	0	0	0	0	4
ENSG00000204315	TCGA-BRCA	ZSCAN30	0	0	0	0	4
ENSG00000057608	TCGA-BRCA	RASGRP1	0	0	0	0	4
ENSG00000125503	TCGA-KICH	AGER	0	0	0	0	4
ENSG00000165730	TCGA-LUAD	AMN1	0	0	0	0	4
ENSG00000204815	TCGA-LUAD	ARF4	0	0	0	0	4
ENSG00000159479	TCGA-LUAD	KPNB1	0	0	0	0	4
ENSG00000073536	TCGA-LUAD	ZNF714	0	0	0	0	4
ENSG00000150054	TCGA-LUAD	NPC1L1	0	0	0	0	4
ENSG00000146038	TCGA-LUAD	SELP	0	0	0	0	4
ENSG00000143845	TCGA-LUAD	QTRT1	0	0	0	0	4
ENSG00000278259	TCGA-BRCA	MMP3	0	0	0	0	4
ENSG00000183963	TCGA-BRCA	GLYATL1	0	0	0	0	4
ENSG00000198105	TCGA-BRCA	C19orf68	0	0	0	0	4
ENSG00000176884	TCGA-BRCA	BAIAP2	0	0	0	0	4
ENSG00000121988	TCGA-BRCA	NME9	0	0	0	0	4
ENSG00000204382	TCGA-BRCA	RPL36A	0	0	0	0	4
ENSG00000161654	TCGA-BRCA	CASP14	0	0	0	0	4
ENSG00000105520	TCGA-BRCA	C20orf112	0	0	0	0	4
ENSG00000102996	TCGA-BRCA	XRCC6BP1	0	0	0	0	4
ENSG00000132386	TCGA-BRCA	FZD5	0	0	0	0	4
ENSG00000108344	TCGA-BRCA	ST14	0	0	0	0	4
ENSG00000183208	TCGA-BRCA	COASY	0	0	0	0	4
ENSG00000102967	TCGA-BRCA	C1orf177	0	0	0	0	4
ENSG00000117394	TCGA-BRCA	BTN1A1	0	0	0	0	4
ENSG00000197951	TCGA-BRCA	LSAMP	0	0	0	0	4
ENSG00000240857	TCGA-BRCA	RNF185	0	0	0	0	4
ENSG00000145687	TCGA-BRCA	ARMCX2	0	0	0	0	4
ENSG00000183850	TCGA-BRCA	SUPT16H	0	0	0	0	4
ENSG00000143862	TCGA-BRCA	ADPRM	0	0	0	0	4
ENSG00000181444	TCGA-BRCA	MT1B	0	0	0	0	4
ENSG00000113600	TCGA-BRCA	ATP5H	0	0	0	0	4
ENSG00000022355	TCGA-BRCA	SCO2	0	0	0	0	4
ENSG00000141401	TCGA-BRCA	TNRC6B	0	0	0	0	4
ENSG00000019169	TCGA-BRCA	IQGAP3	0	0	0	0	4
ENSG00000159224	TCGA-BRCA	NPY1R	0	0	0	0	4
ENSG00000188916	TCGA-BRCA	HAL	0	0	0	0	4
ENSG00000165219	TCGA-BRCA	DNMBP	0	0	0	0	4
ENSG00000172457	TCGA-BRCA	FOXP2	0	0	0	0	4
ENSG00000204195	TCGA-BRCA	CLEC2A	0	0	0	0	4
ENSG00000175646	TCGA-BRCA	EPS15L1	0	0	0	0	4
ENSG00000174473	TCGA-BRCA	VSNL1	0	0	0	0	4
ENSG00000105516	TCGA-BRCA	C7orf31	0	0	0	0	4
ENSG00000150269	TCGA-BRCA	MT-ND4	0	0	0	0	4
ENSG00000158158	TCGA-BRCA	FGB	0	0	0	0	4
ENSG00000171533	TCGA-BRCA	KRTAP8-1	0	0	0	0	4
ENSG00000129675	TCGA-BRCA	FGFRL1	0	0	0	0	4
ENSG00000116254	TCGA-BRCA	STK19	0	0	0	0	4
ENSG00000198829	TCGA-BRCA	SLC30A5	0	0	0	0	4
ENSG00000135424	TCGA-BRCA	CD2BP2	0	0	0	0	4
ENSG00000118217	TCGA-BRCA	BTG3	0	0	0	0	4
ENSG00000105141	TCGA-BRCA	TTI2	0	0	0	0	4
ENSG00000100453	TCGA-BRCA	ZER1	0	0	0	0	4
ENSG00000177683	TCGA-BRCA	NR2E1	0	0	0	0	4
ENSG00000112699	TCGA-LUAD	LIMA1	0	0	0	0	4
ENSG00000040633	TCGA-LUAD	ADCK3	0	0	0	0	4
ENSG00000137825	TCGA-LUAD	CAMK2A	0	0	0	0	4
ENSG00000196187	TCGA-LUAD	USP47	0	0	0	0	4
ENSG00000101997	TCGA-KICH	PPP1R12B	0	0	0	0	4
ENSG00000187664	TCGA-KICH	ZGLP1	0	0	0	0	4
ENSG00000117620	TCGA-KICH	PTPN3	0	0	0	0	4
ENSG00000131089	TCGA-KICH	TYMP	0	0	0	0	4
ENSG00000205323	TCGA-KICH	SERTAD3	0	0	0	0	4
ENSG00000118729	TCGA-LUAD	ZNF135	0	0	0	0	4
ENSG00000137745	TCGA-LUAD	SPAG4	0	0	0	0	4
